filename,label
alstonia_scholaris _diseased_0_1.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_2.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_3.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_4.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_5.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_6.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_7.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_8.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_9.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_10.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_11.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_12.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_13.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_14.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_15.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_16.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_17.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_18.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_19.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_20.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_21.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_22.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_23.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_24.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_25.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_26.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_27.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_28.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_29.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_30.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_31.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_0_32.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_1.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_2.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_3.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_4.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_5.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_6.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_7.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_8.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_9.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_10.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_11.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_12.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_13.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_14.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_15.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_16.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_17.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_18.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_19.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_20.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_21.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_22.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_23.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_24.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_25.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_26.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_27.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_28.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_29.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_30.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_31.jpg,alstonia_scholaris _diseased
alstonia_scholaris _diseased_1_32.jpg,alstonia_scholaris _diseased
